test,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29
111,7.97194,6.221,6.29,6.446,0.009,6.186,6.515,6.411,6.325,6.446,6.878,6.273,6.808,6.895,6.394,6.273,6.273,6.238,6.601,6.566,6.169,6.238,6.325,6.446,6.549,6.1,6.67,6.204,6.255,6.411
112,7.9489,6.204,6.29,6.411,0.009,6.186,6.497,6.376,6.342,6.411,6.826,6.29,6.774,6.895,6.376,6.273,6.255,6.238,6.601,6.532,6.186,6.221,6.29,6.463,6.549,6.117,6.67,6.204,6.238,6.359
113,7.92586,6.221,6.29,6.376,0.009,6.204,6.497,6.411,6.342,6.428,6.774,6.273,6.791,6.895,6.394,6.273,6.29,6.255,6.618,6.549,6.186,6.238,6.307,6.463,6.549,6.134,6.687,6.186,6.273,6.376
114,7.92586,6.186,6.307,6.359,0.009,6.186,6.497,6.359,6.307,6.446,6.808,6.238,6.808,6.878,6.376,6.273,6.273,6.255,6.584,6.566,6.186,6.255,6.325,6.463,6.549,6.134,6.653,6.204,6.273,6.359
115,7.9489,6.238,6.29,6.359,0.009,6.204,6.48,6.428,6.325,6.428,6.757,6.238,6.791,6.895,6.394,6.29,6.255,6.255,6.601,6.549,6.186,6.307,6.325,6.463,6.566,6.117,6.67,6.204,6.255,6.359
116,8.01802,6.221,6.29,6.325,0.008,6.204,6.549,6.359,6.325,6.428,6.791,6.255,6.808,6.878,6.376,6.273,6.273,6.255,6.601,6.549,6.186,6.342,6.307,6.446,6.584,6.134,6.636,6.186,6.255,6.359
117,7.92586,6.238,6.273,6.376,0.009,6.186,6.515,6.376,6.307,6.446,6.791,6.273,6.774,6.878,6.394,6.273,6.307,6.255,6.584,6.566,6.152,6.342,6.29,6.463,6.584,6.169,6.636,6.186,6.255,6.359
118,7.97194,6.221,6.29,6.394,0.008,6.204,6.515,6.376,6.325,6.446,6.808,6.273,6.791,6.878,6.394,6.255,6.255,6.273,6.601,6.532,6.152,6.342,6.29,6.446,6.566,6.169,6.67,6.169,6.238,6.359
119,7.92586,6.204,6.29,6.376,0.009,6.186,6.497,6.359,6.359,6.428,6.826,6.273,6.791,6.878,6.394,6.273,6.29,6.238,6.601,6.566,6.152,6.325,6.325,6.463,6.601,6.152,6.618,6.169,6.221,6.325
120,7.97194,6.221,6.307,6.342,0.009,6.169,6.549,6.411,6.325,6.428,6.791,6.255,6.774,6.895,6.394,6.273,6.273,6.255,6.584,6.566,6.169,6.325,6.29,6.463,6.584,6.152,6.636,6.204,6.238,6.342
121,7.99498,6.204,6.325,6.394,0.008,6.186,6.549,6.394,6.325,6.446,6.791,6.255,6.774,6.878,6.394,6.273,6.238,6.238,6.601,6.549,6.186,6.342,6.307,6.463,6.584,6.117,6.67,6.204,6.255,6.359
122,7.92586,6.204,6.273,6.411,0.008,6.204,6.497,6.376,6.325,6.446,6.757,6.273,6.808,6.878,6.376,6.255,6.238,6.29,6.601,6.532,6.169,6.342,6.29,6.463,6.601,6.134,6.653,6.186,6.238,6.394
123,7.9489,6.221,6.29,6.342,0.009,6.204,6.497,6.376,6.325,6.446,6.757,6.307,6.791,6.912,6.394,6.29,6.273,6.255,6.584,6.566,6.204,6.342,6.29,6.463,6.584,6.152,6.618,6.186,6.221,6.342
124,7.9489,6.221,6.29,6.342,0.009,6.186,6.497,6.394,6.307,6.463,6.757,6.29,6.791,6.912,6.376,6.273,6.273,6.238,6.584,6.549,6.204,6.29,6.307,6.48,6.601,6.134,6.618,6.169,6.255,6.359
125,7.92586,6.221,6.29,6.376,0.009,6.169,6.532,6.411,6.342,6.428,6.774,6.29,6.791,6.86,6.376,6.255,6.221,6.255,6.601,6.584,6.204,6.238,6.307,6.446,6.584,6.169,6.653,6.186,6.255,6.359
126,7.9489,6.221,6.273,6.376,0.009,6.169,6.549,6.394,6.325,6.463,6.774,6.273,6.791,6.878,6.394,6.255,6.255,6.255,6.566,6.566,6.169,6.273,6.29,6.48,6.584,6.152,6.653,6.169,6.273,6.342
127,7.90282,6.204,6.325,6.376,0.009,6.169,6.497,6.411,6.325,6.446,6.757,6.29,6.826,6.912,6.394,6.273,6.273,6.255,6.532,6.566,6.186,6.273,6.29,6.48,6.601,6.134,6.653,6.169,6.255,6.342
128,7.87978,6.204,6.29,6.342,0.009,6.169,6.515,6.376,6.325,6.446,6.739,6.255,6.791,6.878,6.411,6.273,6.255,6.255,6.549,6.566,6.186,6.307,6.273,6.463,6.566,6.134,6.67,6.186,6.255,6.359
129,7.92586,6.255,6.29,6.342,0,6.169,6.515,6.376,6.325,6.428,6.739,6.255,6.808,6.878,6.394,6.255,6.273,6.255,6.566,6.549,6.186,6.273,6.29,6.463,6.584,6.117,6.653,6.186,6.255,6.359
130,7.9489,6.238,6.273,6.359,0.008,6.186,6.515,6.394,6.325,6.428,6.739,6.273,6.791,6.895,6.376,6.307,6.238,6.255,6.515,6.566,6.169,6.29,6.307,6.463,6.566,6.134,6.618,6.221,6.273,6.342
131,7.99498,6.221,6.29,6.307,0.013,6.152,6.532,6.376,6.325,6.428,6.757,6.255,6.791,6.878,6.394,6.29,6.255,6.221,6.515,6.532,6.169,6.307,6.29,6.463,6.601,6.152,6.618,6.169,6.255,6.359
132,7.92586,6.238,6.255,6.307,0.009,6.186,6.515,6.411,6.325,6.428,6.791,6.273,6.791,6.878,6.394,6.273,6.255,6.238,6.549,6.584,6.152,6.325,6.307,6.48,6.584,6.152,6.636,6.221,6.255,6.342
133,7.97194,6.186,6.255,6.273,0.008,6.169,6.532,6.394,6.342,6.411,6.739,6.273,6.791,6.86,6.411,6.29,6.238,6.221,6.566,6.584,6.169,6.325,6.29,6.446,6.584,6.152,6.636,6.186,6.273,6.359
134,7.99498,6.204,6.273,6.307,0.008,6.169,6.601,6.394,6.342,6.428,6.705,6.255,6.757,6.86,6.394,6.255,6.238,6.255,6.618,6.532,6.152,6.342,6.29,6.48,6.566,6.117,6.618,6.186,6.273,6.359
135,7.99498,6.204,6.273,6.342,0.009,6.186,6.549,6.376,6.325,6.446,6.705,6.255,6.774,6.86,6.394,6.273,6.238,6.238,6.601,6.549,6.169,6.255,6.273,6.446,6.566,6.134,6.636,6.204,6.273,6.411
136,7.92586,6.186,6.255,6.376,0.011,6.169,6.566,6.394,6.325,6.463,6.705,6.29,6.791,6.878,6.394,6.273,6.255,6.238,6.618,6.549,6.152,6.273,6.29,6.428,6.549,6.1,6.618,6.186,6.273,6.394
137,7.9489,6.169,6.255,6.428,0.008,6.169,6.549,6.359,6.325,6.428,6.705,6.238,6.774,6.878,6.394,6.255,6.255,6.238,6.601,6.584,6.169,6.238,6.29,6.446,6.549,6.117,6.601,6.152,6.255,6.394
138,7.90282,6.204,6.273,6.376,0.011,6.152,6.549,6.359,6.307,6.446,6.687,6.273,6.774,6.878,6.411,6.273,6.255,6.238,6.636,6.566,6.169,6.255,6.325,6.463,6.532,6.117,6.636,6.134,6.273,6.411
139,7.9489,6.204,6.29,6.359,0.009,6.186,6.549,6.359,6.325,6.394,6.722,6.273,6.774,6.895,6.411,6.29,6.238,6.221,6.566,6.549,6.169,6.238,6.29,6.428,6.532,6.134,6.636,6.186,6.255,6.394
140,7.92586,6.204,6.273,6.359,0,6.204,6.566,6.359,6.307,6.428,6.722,6.255,6.774,6.895,6.394,6.273,6.238,6.255,6.601,6.566,6.186,6.273,6.29,6.446,6.532,6.117,6.618,6.186,6.255,6.394
141,7.9489,6.186,6.255,6.342,0.008,6.169,6.549,6.342,6.342,6.411,6.722,6.255,6.808,6.895,6.411,6.273,6.238,6.238,6.584,6.566,6.152,6.273,6.29,6.428,6.515,6.169,6.601,6.152,6.255,6.394
142,7.90282,6.186,6.255,6.342,0.013,6.169,6.515,6.359,6.325,6.428,6.739,6.238,6.774,6.895,6.376,6.273,6.238,6.255,6.618,6.549,6.169,6.255,6.29,6.428,6.532,6.134,6.601,6.204,6.255,6.359
143,7.9489,6.221,6.273,6.342,0.011,6.169,6.549,6.359,6.325,6.411,6.705,6.238,6.757,6.878,6.376,6.255,6.238,6.238,6.584,6.566,6.169,6.221,6.273,6.446,6.532,6.117,6.636,6.186,6.255,6.411
144,7.97194,6.221,6.255,6.359,0.009,6.152,6.549,6.359,6.342,6.428,6.722,6.255,6.791,6.843,6.394,6.29,6.255,6.255,6.601,6.566,6.186,6.204,6.29,6.463,6.497,6.117,6.584,6.186,6.255,6.376
145,7.9489,6.204,6.255,6.342,0.009,6.152,6.515,6.359,6.342,6.428,6.705,6.255,6.774,6.843,6.394,6.273,6.238,6.238,6.566,6.549,6.169,6.186,6.29,6.446,6.549,6.083,6.618,6.169,6.238,6.394
146,7.9489,6.204,6.238,6.376,0.008,6.169,6.584,6.359,6.342,6.411,6.705,6.273,6.774,6.878,6.376,6.273,6.255,6.255,6.549,6.549,6.186,6.204,6.325,6.446,6.549,6.117,6.636,6.169,6.255,6.376
147,7.9489,6.221,6.255,6.394,0,6.169,6.566,6.376,6.342,6.411,6.705,6.255,6.757,6.86,6.376,6.255,6.238,6.255,6.584,6.566,6.169,6.255,6.29,6.428,6.532,6.1,6.601,6.186,6.238,6.394
148,7.9489,6.186,6.255,6.376,0.008,6.152,6.566,6.359,6.359,6.463,6.67,6.273,6.791,6.878,6.411,6.255,6.238,6.238,6.549,6.566,6.186,6.307,6.307,6.463,6.532,6.134,6.636,6.186,6.255,6.411
149,7.97194,6.186,6.273,6.394,0.008,6.204,6.618,6.376,6.359,6.411,6.705,6.273,6.791,6.878,6.376,6.273,6.255,6.238,6.566,6.549,6.186,6.342,6.307,6.463,6.515,6.134,6.584,6.186,6.255,6.394
150,7.92586,6.169,6.273,6.325,0.009,6.169,6.601,6.376,6.342,6.428,6.705,6.255,6.757,6.878,6.394,6.273,6.238,6.238,6.584,6.566,6.204,6.359,6.29,6.463,6.566,6.134,6.601,6.152,6.255,6.411
151,7.99498,6.186,6.273,6.376,0.009,6.186,6.618,6.359,6.342,6.411,6.687,6.255,6.757,6.878,6.411,6.255,6.238,6.238,6.566,6.566,6.169,6.359,6.273,6.463,6.549,6.134,6.584,6.169,6.255,6.394
152,7.9489,6.186,6.273,6.376,0.009,6.169,6.618,6.376,6.342,6.394,6.705,6.238,6.757,6.86,6.394,6.255,6.273,6.221,6.566,6.549,6.204,6.325,6.273,6.463,6.566,6.134,6.601,6.186,6.255,6.394
153,7.97194,6.204,6.273,6.307,0.008,6.169,6.584,6.359,6.342,6.428,6.705,6.255,6.774,6.86,6.376,6.273,6.255,6.221,6.601,6.532,6.169,6.221,6.29,6.463,6.549,6.134,6.601,6.169,6.255,6.394
154,7.97194,6.186,6.29,6.376,0.009,6.186,6.618,6.376,6.359,6.428,6.739,6.238,6.791,6.86,6.428,6.273,6.255,6.273,6.566,6.532,6.169,6.255,6.273,6.463,6.566,6.134,6.618,6.152,6.255,6.376
155,7.99498,6.204,6.273,6.411,0.009,6.169,6.584,6.376,6.325,6.428,6.705,6.255,6.791,6.878,6.376,6.273,6.255,6.255,6.584,6.584,6.169,6.255,6.307,6.428,6.566,6.134,6.584,6.169,6.255,6.359
156,7.9489,6.186,6.273,6.359,0.008,6.169,6.618,6.411,6.376,6.394,6.722,6.238,6.774,6.878,6.394,6.255,6.255,6.221,6.584,6.549,6.152,6.221,6.29,6.428,6.549,6.152,6.601,6.169,6.273,6.394
157,7.99498,6.204,6.255,6.342,0.009,6.186,6.566,6.394,6.342,6.411,6.757,6.255,6.774,6.843,6.359,6.29,6.238,6.255,6.584,6.566,6.117,6.186,6.273,6.463,6.549,6.152,6.584,6.186,6.238,6.376
158,7.99498,6.186,6.307,6.342,0,6.186,6.549,6.411,6.342,6.394,6.705,6.255,6.791,6.86,6.394,6.273,6.255,6.238,6.601,6.566,6.134,6.255,6.29,6.463,6.532,6.117,6.584,6.169,6.255,6.359
159,7.9489,6.169,6.238,6.325,0.009,6.221,6.566,6.411,6.325,6.411,6.705,6.273,6.808,6.895,6.359,6.255,6.255,6.238,6.584,6.566,6.169,6.273,6.29,6.446,6.532,6.152,6.618,6.169,6.255,6.411
160,7.97194,6.204,6.255,6.29,0.009,6.186,6.653,6.376,6.342,6.411,6.705,6.255,6.774,6.86,6.376,6.238,6.273,6.255,6.584,6.549,6.204,6.307,6.29,6.428,6.532,6.134,6.566,6.186,6.255,6.376
161,7.9489,6.221,6.255,6.29,0,6.186,6.566,6.411,6.342,6.394,6.687,6.255,6.774,6.843,6.376,6.273,6.273,6.273,6.601,6.566,6.186,6.273,6.29,6.446,6.549,6.152,6.618,6.169,6.273,6.376
162,7.9489,6.204,6.255,6.411,0,6.186,6.601,6.376,6.342,6.411,6.705,6.238,6.774,6.843,6.376,6.29,6.255,6.238,6.618,6.566,6.169,6.29,6.307,6.446,6.566,6.134,6.584,6.186,6.255,6.376
163,7.9489,6.221,6.273,6.411,0.009,6.186,6.532,6.376,6.359,6.394,6.739,6.255,6.757,6.878,6.376,6.238,6.273,6.238,6.566,6.549,6.169,6.307,6.273,6.428,6.515,6.134,6.601,6.169,6.255,6.376
164,7.92586,6.204,6.255,6.359,0,6.169,6.601,6.376,6.342,6.411,6.705,6.273,6.757,6.86,6.376,6.238,6.29,6.307,6.532,6.584,6.169,6.273,6.307,6.446,6.515,6.152,6.584,6.186,6.255,6.394
165,7.9489,6.204,6.273,6.342,0.009,6.186,6.601,6.376,6.342,6.376,6.739,6.255,6.774,6.86,6.394,6.273,6.255,6.238,6.549,6.584,6.169,6.238,6.307,6.428,6.549,6.134,6.618,6.186,6.238,6.359
166,7.92586,6.169,6.273,6.359,0,6.186,6.618,6.394,6.342,6.394,6.722,6.238,6.757,6.86,6.359,6.29,6.255,6.238,6.532,6.566,6.186,6.221,6.29,6.446,6.566,6.134,6.618,6.186,6.255,6.359
167,7.9489,6.186,6.255,6.428,0.009,6.186,6.618,6.411,6.359,6.411,6.722,6.255,6.757,6.878,6.376,6.273,6.255,6.238,6.566,6.549,6.169,6.238,6.325,6.446,6.566,6.117,6.601,6.169,6.273,6.394
168,7.97194,6.186,6.238,6.359,0,6.169,6.636,6.394,6.342,6.428,6.705,6.238,6.791,6.86,6.376,6.29,6.307,6.238,6.618,6.601,6.169,6.255,6.29,6.428,6.549,6.134,6.618,6.169,6.238,6.376
169,7.97194,6.186,6.238,6.325,0,6.186,6.601,6.394,6.342,6.428,6.705,6.273,6.774,6.843,6.359,6.29,6.255,6.255,6.601,6.566,6.169,6.238,6.29,6.428,6.549,6.117,6.601,6.152,6.255,6.376
170,7.99498,6.221,6.255,6.411,0.008,6.169,6.601,6.394,6.342,6.394,6.705,6.221,6.774,6.86,6.394,6.29,6.255,6.255,6.584,6.566,6.169,6.325,6.29,6.428,6.532,6.134,6.584,6.186,6.238,6.376
171,7.97194,6.186,6.238,6.376,0,6.186,6.653,6.411,6.359,6.411,6.722,6.238,6.808,6.843,6.394,6.29,6.255,6.255,6.584,6.601,6.221,6.325,6.273,6.411,6.532,6.134,6.584,6.186,6.221,6.394
172,7.99498,6.221,6.255,6.307,0,6.169,6.67,6.394,6.342,6.411,6.705,6.255,6.774,6.912,6.376,6.29,6.255,6.273,6.584,6.549,6.134,6.342,6.29,6.376,6.515,6.186,6.601,6.169,6.255,6.376
173,7.9489,6.186,6.238,6.307,0.008,6.204,6.601,6.394,6.325,6.376,6.722,6.238,6.774,6.843,6.376,6.255,6.273,6.273,6.584,6.584,6.134,6.325,6.29,6.411,6.497,6.134,6.601,6.169,6.238,6.359
174,8.01802,6.204,6.238,6.342,0.011,6.169,6.601,6.376,6.359,6.411,6.67,6.238,6.774,6.86,6.359,6.273,6.255,6.273,6.618,6.584,6.117,6.359,6.273,6.446,6.497,6.134,6.618,6.169,6.238,6.376
175,8.04106,6.186,6.273,6.342,0,6.186,6.566,6.394,6.394,6.428,6.705,6.238,6.774,6.843,6.376,6.273,6.255,6.238,6.584,6.566,6.152,6.325,6.255,6.446,6.497,6.186,6.584,6.169,6.273,6.359
176,7.97194,6.204,6.238,6.411,0.008,6.186,6.601,6.394,6.325,6.411,6.722,6.238,6.774,6.86,6.342,6.255,6.255,6.238,6.566,6.601,6.186,6.342,6.29,6.446,6.497,6.117,6.566,6.204,6.238,6.342
177,7.99498,6.204,6.273,6.376,0,6.204,6.566,6.394,6.342,6.446,6.705,6.238,6.757,6.86,6.376,6.255,6.255,6.221,6.566,6.532,6.169,6.325,6.307,6.463,6.515,6.117,6.584,6.186,6.238,6.359
178,7.99498,6.204,6.255,6.29,0,6.152,6.636,6.394,6.325,6.411,6.687,6.238,6.739,6.843,6.376,6.307,6.238,6.238,6.549,6.566,6.169,6.29,6.29,6.446,6.497,6.152,6.584,6.186,6.238,6.376
179,7.9489,6.204,6.273,6.238,0.008,6.169,6.584,6.394,6.342,6.446,6.687,6.238,6.774,6.86,6.394,6.29,6.238,6.238,6.515,6.549,6.169,6.255,6.29,6.463,6.532,6.117,6.566,6.204,6.255,6.376
180,7.9489,6.186,6.273,6.325,0.011,6.186,6.618,6.411,6.325,6.428,6.705,6.255,6.757,6.895,6.376,6.273,6.238,6.238,6.497,6.566,6.204,6.255,6.29,6.48,6.532,6.134,6.566,6.169,6.273,6.342
181,7.99498,6.204,6.238,6.376,0.008,6.169,6.653,6.394,6.359,6.446,6.687,6.238,6.757,6.843,6.359,6.273,6.29,6.221,6.549,6.549,6.221,6.221,6.325,6.463,6.515,6.117,6.601,6.169,6.255,6.342
182,7.9489,6.186,6.221,6.394,0.008,6.204,6.601,6.411,6.342,6.411,6.687,6.255,6.774,6.86,6.359,6.29,6.255,6.221,6.566,6.549,6.169,6.238,6.307,6.446,6.549,6.117,6.566,6.186,6.273,6.342
183,7.90282,6.186,6.238,6.359,0.009,6.186,6.618,6.394,6.325,6.428,6.67,6.238,6.774,6.86,6.376,6.273,6.273,6.238,6.549,6.566,6.169,6.29,6.307,6.48,6.532,6.117,6.584,6.204,6.238,6.359
184,7.9489,6.221,6.221,6.359,0.009,6.169,6.653,6.376,6.325,6.428,6.687,6.221,6.774,6.826,6.359,6.29,6.238,6.221,6.584,6.549,6.152,6.29,6.307,6.428,6.497,6.1,6.566,6.169,6.273,6.394
185,7.92586,6.221,6.221,6.394,0,6.186,6.601,6.359,6.325,6.446,6.687,6.221,6.757,6.86,6.359,6.273,6.238,6.273,6.549,6.532,6.169,6.255,6.29,6.428,6.532,6.1,6.584,6.152,6.255,6.359
186,7.97194,6.204,6.204,6.325,0,6.169,6.618,6.376,6.325,6.463,6.653,6.238,6.739,6.86,6.376,6.255,6.255,6.273,6.566,6.566,6.152,6.29,6.29,6.446,6.549,6.1,6.566,6.186,6.238,6.376
187,7.9489,6.204,6.273,6.342,0.008,6.204,6.705,6.376,6.325,6.428,6.67,6.238,6.722,6.86,6.394,6.255,6.238,6.238,6.566,6.566,6.204,6.342,6.307,6.463,6.549,6.1,6.601,6.186,6.255,6.359
188,7.99498,6.204,6.255,6.273,0,6.152,6.618,6.428,6.325,6.428,6.67,6.238,6.757,6.86,6.359,6.273,6.238,6.238,6.549,6.549,6.186,6.238,6.29,6.446,6.532,6.1,6.584,6.186,6.255,6.359
189,7.9489,6.204,6.255,6.238,0.009,6.221,6.618,6.394,6.359,6.428,6.705,6.255,6.739,6.843,6.376,6.273,6.255,6.221,6.584,6.515,6.169,6.238,6.307,6.428,6.566,6.117,6.566,6.186,6.238,6.376
190,7.92586,6.204,6.221,6.359,0.008,6.186,6.584,6.376,6.359,6.428,6.705,6.221,6.774,6.86,6.376,6.273,6.238,6.255,6.601,6.515,6.169,6.325,6.273,6.446,6.532,6.152,6.584,6.169,6.238,6.359
191,8.01802,6.221,6.204,6.359,0,6.169,6.653,6.376,6.342,6.428,6.687,6.238,6.722,6.86,6.359,6.255,6.238,6.238,6.584,6.566,6.186,6.29,6.29,6.463,6.549,6.152,6.566,6.186,6.255,6.376
192,7.90282,6.204,6.186,6.394,0,6.169,6.653,6.376,6.325,6.463,6.687,6.221,6.757,6.86,6.359,6.273,6.221,6.238,6.515,6.549,6.117,6.29,6.307,6.446,6.566,6.1,6.584,6.169,6.238,6.359
193,7.97194,6.221,6.221,6.394,0.008,6.238,6.618,6.428,6.342,6.411,6.67,6.255,6.739,6.86,6.359,6.255,6.238,6.238,6.532,6.549,6.117,6.307,6.273,6.428,6.532,6.117,6.549,6.169,6.238,6.359
194,7.9489,6.204,6.204,6.325,0.008,6.169,6.601,6.342,6.342,6.428,6.653,6.238,6.791,6.878,6.376,6.29,6.238,6.238,6.549,6.549,6.134,6.273,6.273,6.446,6.532,6.117,6.584,6.169,6.238,6.394
195,7.90282,6.221,6.221,6.273,0.009,6.152,6.67,6.307,6.342,6.446,6.67,6.221,6.757,6.86,6.359,6.273,6.238,6.238,6.549,6.549,6.169,6.273,6.29,6.428,6.532,6.134,6.549,6.204,6.221,6.342
196,7.9489,6.204,6.221,6.342,0.008,6.186,6.739,6.359,6.325,6.446,6.67,6.221,6.739,6.86,6.376,6.255,6.221,6.221,6.549,6.549,6.134,6.273,6.273,6.446,6.549,6.117,6.584,6.204,6.221,6.359
197,7.90282,6.186,6.238,6.359,0,6.169,6.653,6.359,6.342,6.428,6.653,6.221,6.757,6.86,6.394,6.29,6.255,6.221,6.584,6.549,6.186,6.325,6.307,6.446,6.532,6.083,6.566,6.169,6.221,6.359
198,7.97194,6.221,6.238,6.359,0,6.152,6.653,6.342,6.325,6.411,6.687,6.221,6.774,6.86,6.359,6.255,6.255,6.238,6.549,6.532,6.169,6.342,6.307,6.428,6.549,6.117,6.532,6.186,6.255,6.359
199,7.97194,6.221,6.238,6.342,0,6.186,6.618,6.342,6.325,6.428,6.705,6.221,6.757,6.843,6.359,6.273,6.238,6.255,6.532,6.532,6.134,6.29,6.273,6.428,6.532,6.117,6.549,6.204,6.238,6.376
200,7.97194,6.221,6.273,6.325,0,6.186,6.618,6.376,6.325,6.428,6.705,6.221,6.774,6.86,6.359,6.255,6.238,6.238,6.532,6.549,6.169,6.307,6.273,6.446,6.549,6.1,6.584,6.152,6.255,6.359
201,7.90282,6.204,6.204,6.376,0.009,6.169,6.618,6.376,6.307,6.446,6.67,6.221,6.757,6.843,6.376,6.255,6.238,6.221,6.532,6.549,6.169,6.307,6.29,6.446,6.515,6.065,6.549,6.152,6.273,6.394
202,7.90282,6.238,6.221,6.376,0.008,6.152,6.653,6.359,6.342,6.428,6.687,6.221,6.791,6.878,6.359,6.255,6.238,6.255,6.497,6.532,6.169,6.29,6.307,6.428,6.549,6.065,6.515,6.186,6.273,6.376
203,7.97194,6.221,6.221,6.325,0,6.169,6.618,6.359,6.325,6.394,6.722,6.238,6.757,6.878,6.376,6.255,6.273,6.255,6.549,6.48,6.134,6.29,6.273,6.446,6.532,6.031,6.515,6.169,6.238,6.359
204,7.92586,6.221,6.221,6.359,0,6.204,6.653,6.359,6.342,6.428,6.705,6.221,6.757,6.843,6.376,6.255,6.238,6.255,6.584,6.532,6.152,6.273,6.273,6.394,6.532,6.031,6.566,6.169,6.255,6.342
205,7.92586,6.204,6.204,6.325,0.009,6.152,6.601,6.359,6.307,6.411,6.67,6.221,6.739,6.878,6.359,6.255,6.238,6.255,6.636,6.549,6.152,6.221,6.273,6.394,6.497,6.014,6.584,6.186,6.273,6.376
206,7.87978,6.238,6.255,6.359,0.009,6.186,6.601,6.342,6.307,6.411,6.653,6.255,6.722,6.878,6.359,6.273,6.255,6.238,6.653,6.515,6.134,6.221,6.273,6.428,6.497,6.048,6.549,6.186,6.238,6.359
207,7.90282,6.221,6.204,6.342,0.008,6.152,6.584,6.359,6.29,6.411,6.636,6.221,6.757,6.843,6.376,6.255,6.238,6.255,6.549,6.515,6.169,6.255,6.273,6.411,6.497,6.1,6.532,6.186,6.255,6.376
208,7.92586,6.221,6.204,6.325,0.011,6.169,6.601,6.342,6.307,6.428,6.687,6.238,6.739,6.86,6.359,6.273,6.238,6.238,6.549,6.532,6.152,6.255,6.273,6.428,6.497,6.152,6.532,6.169,6.238,6.394
209,7.97194,6.221,6.221,6.325,0.008,6.169,6.618,6.359,6.342,6.446,6.653,6.238,6.705,6.878,6.359,6.238,6.255,6.255,6.532,6.549,6.117,6.307,6.29,6.428,6.497,6.117,6.549,6.169,6.238,6.376
210,7.92586,6.204,6.204,6.307,0.011,6.186,6.653,6.376,6.307,6.428,6.687,6.221,6.739,6.86,6.394,6.255,6.238,6.238,6.566,6.532,6.134,6.255,6.273,6.463,6.48,6.134,6.532,6.204,6.255,6.376
211,7.9489,6.238,6.186,6.255,0,6.186,6.636,6.342,6.307,6.411,6.67,6.221,6.739,6.843,6.394,6.255,6.221,6.221,6.549,6.584,6.134,6.238,6.273,6.428,6.48,6.134,6.532,6.169,6.255,6.394
212,7.90282,6.221,6.204,6.307,0.009,6.186,6.636,6.359,6.307,6.463,6.687,6.255,6.739,6.843,6.376,6.273,6.255,6.255,6.566,6.515,6.152,6.255,6.273,6.428,6.515,6.134,6.549,6.169,6.255,6.376
213,7.92586,6.307,6.204,6.325,0,6.186,6.687,6.359,6.29,6.411,6.687,6.238,6.757,6.878,6.376,6.255,6.255,6.238,6.636,6.566,6.169,6.273,6.29,6.446,6.497,6.134,6.549,6.169,6.221,6.342
214,7.92586,6.255,6.221,6.342,0,6.169,6.653,6.394,6.307,6.428,6.687,6.255,6.757,6.878,6.359,6.255,6.238,6.273,6.636,6.532,6.134,6.221,6.29,6.428,6.48,6.134,6.532,6.169,6.255,6.376
215,7.90282,6.238,6.204,6.359,0,6.186,6.653,6.359,6.325,6.428,6.687,6.221,6.757,6.878,6.359,6.255,6.255,6.238,6.67,6.515,6.134,6.273,6.29,6.463,6.48,6.134,6.515,6.169,6.238,6.376
216,7.90282,6.204,6.204,6.307,0,6.152,6.636,6.342,6.307,6.411,6.67,6.238,6.808,6.843,6.359,6.273,6.255,6.238,6.653,6.515,6.152,6.273,6.29,6.428,6.463,6.117,6.566,6.169,6.255,6.359
217,7.97194,6.238,6.169,6.307,0.009,6.169,6.687,6.359,6.325,6.446,6.67,6.221,6.757,6.843,6.359,6.307,6.238,6.238,6.687,6.515,6.117,6.273,6.273,6.411,6.497,6.134,6.566,6.152,6.238,6.325
218,7.92586,6.255,6.169,6.29,0,6.169,6.67,6.342,6.307,6.411,6.67,6.204,6.739,6.826,6.342,6.255,6.221,6.255,6.636,6.532,6.1,6.359,6.29,6.411,6.532,6.117,6.549,6.204,6.238,6.376
219,7.87978,6.221,6.152,6.29,0.008,6.186,6.636,6.394,6.325,6.446,6.636,6.221,6.722,6.843,6.359,6.273,6.255,6.255,6.653,6.532,6.152,6.359,6.307,6.376,6.48,6.117,6.549,6.169,6.255,6.342
220,7.90282,6.204,6.152,6.325,13.651,6.186,6.636,6.342,6.307,6.446,6.653,6.221,6.722,6.86,6.376,6.238,6.255,6.221,6.584,6.532,6.134,6.307,6.273,6.411,6.515,6.117,6.515,6.169,6.238,6.359
221,7.9489,6.255,6.221,6.342,6.29,6.169,6.618,6.359,6.325,6.446,6.636,6.221,6.739,6.878,6.376,6.238,6.238,6.238,6.601,6.515,6.152,6.29,6.29,6.359,6.532,6.1,6.532,6.186,6.255,6.376
222,8.04106,6.221,6.204,6.307,6.463,6.169,6.618,6.376,6.307,6.446,6.636,6.221,6.757,6.86,6.376,6.238,6.255,6.221,6.601,6.532,6.169,6.273,6.307,6.376,6.532,6.117,6.532,6.169,6.238,6.342
223,7.9489,6.255,6.204,6.342,6.463,6.152,6.601,6.359,6.307,6.463,6.67,6.221,6.739,6.878,6.376,6.255,6.238,6.221,6.618,6.532,6.134,6.255,6.29,6.446,6.515,6.134,6.515,6.169,6.238,6.342
